"source_current_role_id","source_current_masco_code","source_current_role_title","masco2020_role_id","masco2020_code","masco2020_title","status","remap_method","remap_confidence","reason","primary_profile_for_target","source_count_for_target","target_count_for_source","source_esco_code","source_esco_title","source_portal_url","masco2020_pdf_page","masco2020_source_url","grade_source_url","alternative_2020_code","official_crosswalk"
"M216502","216502","Surveyor","M216507","216507","Surveyor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2165.4","land surveyor","https://emasco.mohr.gov.my/masco/2165-02","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","","","false"
"M216503","216503","Geospatialist Grade J9","M216501","216501","Geospatialist Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2165.3","geographic information systems specialist","https://emasco.mohr.gov.my/masco/2165-03","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M216504","216504","Surveyor Grade J9","M216502","216502","Surveyor Grade J41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2165.4","land surveyor","https://emasco.mohr.gov.my/masco/2165-04","339","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=339","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M216602","216602","Poster Designer","M363204","363204","Poster Designer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2166.9","graphic designer","https://emasco.mohr.gov.my/masco/2166-02","388","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=388","","","false"
"M216603","216603","Designer Grade B9","M216601","216601","Designer Grade B41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","2166.9","graphic designer","https://emasco.mohr.gov.my/masco/2166-03","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M217101","217101","Marine Engineer","M217102","217102","Marine Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.10","marine engineer","https://emasco.mohr.gov.my/masco/2171-01","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217102","217102","Naval Architect","M217105","217105","Naval Architect","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.14","naval architect","https://emasco.mohr.gov.my/masco/2171-02","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217201","217201","Hovercraft Pilot","M217203","217203","Hovercraft Pilot","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3152.3","maritime pilot","https://emasco.mohr.gov.my/masco/2172-01","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217202","217202","Port Captain","M217205","217205","Port Captain","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","4323.11","port coordinator","https://emasco.mohr.gov.my/masco/2172-02","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217203","217203","Ship Navigator","M217207","217207","Ship Navigator","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3152.1","deck officer","https://emasco.mohr.gov.my/masco/2172-03","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217204","217204","Marine Superintendent (Deck)","M217210","217210","Marine Superintendent (Deck)","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3152.1","deck officer","https://emasco.mohr.gov.my/masco/2172-04","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217205","217205","Shipping Executive","M217211","217211","Shipping Executive","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3331.2.2","shipping agent","https://emasco.mohr.gov.my/masco/2172-05","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217206","217206","Marine Officer Grade AL9","M217201","217201","Marine Officer Grade AL41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3115.1.9","marine surveyor","https://emasco.mohr.gov.my/masco/2172-06","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M217301","217301","Pilot","M217303","217303","Pilot","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3153.2","aircraft pilot","https://emasco.mohr.gov.my/masco/2173-01","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217302","217302","Flight Instructor","M217305","217305","Flight Instructor","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3153.2.3","flight instructor","https://emasco.mohr.gov.my/masco/2173-02","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217303","217303","Aircraft Design Engineer","M217310","217310","Aircraft Design Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.1","aerospace engineer","https://emasco.mohr.gov.my/masco/2173-03","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217304","217304","Aeronautical Engineer","M217311","217311","Aeronautical Engineer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","2144.1.1","aerospace engineer","https://emasco.mohr.gov.my/masco/2173-04","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","","","false"
"M217306","217306","Marine Aviation Officer","M217322","217322","Marine Aviation Officer","retained","exact_normalized_title","high","Exact occupation title after case, spacing and punctuation normalization. Numeric code equality was not used as proof of identity.","true","1","1","3154.3","flight operations officer","https://emasco.mohr.gov.my/masco/2173-06","341","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=341","","","false"
"M217308","217308","Pilot/Pilot Inspector Grade AT9","M217301","217301","Pilot/ Pilot Examiner Grade AT41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3154.2","aviation inspector","https://emasco.mohr.gov.my/masco/2173-08","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
"M217309","217309","Aircraft Examiner Grade AT9","M217302","217302","Aircraft Examiner Grade AT41","retained","grade_reversion","high","Same named occupational service; use the MASCO 2020 title and its printed SSM grade. JPA SSPA Annex B supports the grade-family transition. Only grades listed in the 2020 index are retained.","true","1","1","3154.2","aviation inspector","https://emasco.mohr.gov.my/masco/2173-09","340","https://www.dosm.gov.my/uploads/content-downloads/file_20220920110308.pdf#page=340","https://docs.jpa.gov.my/docs/sspa/SSPA_LAMPIRAN_B.pdf","","false"
